0	0	
1	969	
2	1038	
3	1017	
4	998	
5	1044	
6	1030	
7	1145	
8	1113	
9	1105	
10	1188	
11	1136	
12	1136	
13	1255	
14	1168	
15	1247	
16	1194	
17	1283	
18	1309	
19	1294	
20	1377	
21	1294	
22	1475	
23	1394	
24	1467	
25	1385	
26	1432	
27	1507	
28	1468	
29	1555	
30	1596	
31	1581	
32	1698	
33	1600	
34	1602	
35	1663	
36	1673	
37	1637	
38	1713	
39	1813	
40	1796	
41	1816	
42	1869	
43	1864	
44	1838	
45	1877	
46	1920	
47	2022	
48	1981	
49	2008	
50	2037	
51	2124	
52	2056	
53	2086	
54	2166	
55	2067	
56	2174	
57	2107	
58	2211	
59	2247	
60	2251	
61	2189	
62	2339	
63	2229	
64	2369	
65	2302	
66	2488	
67	2337	
68	2426	
69	2409	
70	2517	
71	2483	
72	2463	
73	2553	
74	2584	
75	2546	
76	2607	
77	2587	
78	2716	
79	2646	
80	2599	
81	2712	
82	2712	
83	2679	
84	2677	
85	2683	
86	2704	
87	2739	
88	2690	
89	2714	
90	2785	
91	2744	
92	2824	
93	2728	
94	2759	
95	2730	
96	2724	
97	2730	
98	2893	
99	2795	
100	2770	
101	2893	
102	2724	
103	2930	
104	2884	
105	2817	
106	2759	
107	2759	
108	2842	
109	2731	
110	2882	
111	2897	
112	2849	
113	2821	
114	2832	
115	2763	
116	2743	
117	2790	
118	2774	
119	2650	
120	2793	
121	2649	
122	2776	
123	2692	
124	2719	
125	2666	
126	2741	
127	2552	
128	2605	
129	2648	
130	2602	
131	2600	
132	2573	
133	2504	
134	2595	
135	2537	
136	2557	
137	2550	
138	2498	
139	2468	
140	2454	
141	2458	
142	2394	
143	2356	
144	2335	
145	2339	
146	2263	
147	2267	
148	2265	
149	2206	
150	2182	
151	2266	
152	2136	
153	2142	
154	2185	
155	2141	
156	1977	
157	1941	
158	2058	
159	2023	
160	2026	
161	1955	
162	1851	
163	1802	
164	1851	
165	1939	
166	1802	
167	1806	
168	1789	
169	1792	
170	1759	
171	1740	
172	1725	
173	1618	
174	1636	
175	1649	
176	1539	
177	1622	
178	1522	
179	1543	
180	1493	
181	1426	
182	1414	
183	1463	
184	1398	
185	1338	
186	1337	
187	1255	
188	1282	
189	1281	
190	1180	
191	1235	
192	1247	
193	1184	
194	1207	
195	1175	
196	1125	
197	1137	
198	1068	
199	1056	
200	1012	
201	1012	
202	972	
203	946	
204	955	
205	976	
206	935	
207	876	
208	872	
209	926	
210	846	
211	812	
212	839	
213	757	
214	820	
215	743	
216	789	
217	720	
218	704	
219	712	
220	712	
221	679	
222	613	
223	625	
224	659	
225	605	
226	573	
227	613	
228	598	
229	617	
230	603	
231	547	
232	503	
233	516	
234	524	
235	556	
236	460	
237	476	
238	457	
239	472	
240	479	
241	460	
242	459	
243	429	
244	436	
245	457	
246	435	
247	396	
248	401	
249	399	
250	348	
251	379	
252	390	
253	366	
254	316	
255	334	
256	334	
257	324	
258	350	
259	352	
260	306	
261	322	
262	307	
263	340	
264	312	
265	316	
266	274	
267	286	
268	310	
269	275	
270	270	
271	270	
272	291	
273	268	
274	267	
275	282	
276	246	
277	245	
278	234	
279	217	
280	239	
281	239	
282	255	
283	257	
284	235	
285	222	
286	227	
287	220	
288	214	
289	212	
290	185	
291	195	
292	223	
293	217	
294	211	
295	193	
296	203	
297	197	
298	208	
299	196	
300	197	
301	164	
302	194	
303	189	
304	163	
305	167	
306	157	
307	183	
308	173	
309	170	
310	188	
311	181	
312	159	
313	174	
314	147	
315	153	
316	147	
317	158	
318	149	
319	153	
320	149	
321	153	
322	173	
323	172	
324	167	
325	162	
326	130	
327	154	
328	153	
329	141	
330	153	
331	163	
332	147	
333	135	
334	146	
335	152	
336	146	
337	121	
338	144	
339	162	
340	145	
341	119	
342	148	
343	160	
344	125	
345	121	
346	125	
347	137	
348	137	
349	140	
350	127	
351	147	
352	122	
353	121	
354	131	
355	121	
356	125	
357	104	
358	138	
359	107	
360	117	
361	112	
362	119	
363	117	
364	118	
365	134	
366	123	
367	119	
368	110	
369	107	
370	110	
371	126	
372	109	
373	121	
374	130	
375	125	
376	114	
377	104	
378	122	
379	123	
380	102	
381	133	
382	114	
383	126	
384	112	
385	103	
386	90	
387	104	
388	115	
389	103	
390	105	
391	114	
392	101	
393	105	
394	130	
395	116	
396	87	
397	104	
398	98	
399	112	
400	84	
401	119	
402	99	
403	105	
404	106	
405	105	
406	89	
407	101	
408	95	
409	101	
410	106	
411	103	
412	98	
413	108	
414	104	
415	94	
416	110	
417	94	
418	87	
419	106	
420	96	
421	91	
422	93	
423	90	
424	80	
425	86	
426	74	
427	91	
428	95	
429	91	
430	81	
431	91	
432	100	
433	97	
434	104	
435	108	
436	93	
437	85	
438	88	
439	92	
440	99	
441	101	
442	90	
443	82	
444	82	
445	96	
446	97	
447	95	
448	89	
449	77	
450	105	
451	82	
452	84	
453	92	
454	66	
455	89	
456	85	
457	95	
458	94	
459	96	
460	90	
461	92	
462	99	
463	74	
