3.732502e+01 6.408287e-36
4.197590e+01 5.821448e-36
4.720630e+01 5.111192e-36
5.308844e+01 4.403832e-36
5.970353e+01 3.799290e-36
6.714289e+01 3.334408e-36
7.550922e+01 3.002779e-36
8.491805e+01 2.782275e-36
9.549926e+01 2.650222e-36
1.073989e+02 2.588499e-36
1.207814e+02 2.584103e-36
1.358313e+02 2.628313e-36
1.527566e+02 2.715663e-36
1.717908e+02 2.843111e-36
1.931968e+02 3.009432e-36
2.172701e+02 3.214810e-36
2.443431e+02 3.460574e-36
2.747894e+02 3.749030e-36
3.090295e+02 4.083374e-36
3.475362e+02 4.467642e-36
3.908409e+02 4.906714e-36
4.395416e+02 5.406335e-36
4.943107e+02 5.973163e-36
5.559043e+02 6.614847e-36
6.251727e+02 7.340109e-36
7.030723e+02 8.158861e-36
7.906786e+02 9.082327e-36
8.892011e+02 1.012320e-35
1.000000e+03 1.129579e-35
1.124605e+03 1.261627e-35
