0	0	
1	155	
2	153	
3	188	
4	182	
5	193	
6	209	
7	187	
8	201	
9	218	
10	210	
11	233	
12	239	
13	253	
14	211	
15	255	
16	246	
17	237	
18	265	
19	272	
20	282	
21	274	
22	285	
23	285	
24	290	
25	326	
26	284	
27	339	
28	319	
29	340	
30	356	
31	355	
32	322	
33	362	
34	367	
35	410	
36	403	
37	395	
38	355	
39	413	
40	383	
41	416	
42	444	
43	413	
44	413	
45	428	
46	466	
47	468	
48	421	
49	472	
50	509	
51	432	
52	469	
53	527	
54	439	
55	500	
56	507	
57	493	
58	551	
59	490	
60	530	
61	527	
62	535	
63	550	
64	576	
65	548	
66	616	
67	591	
68	575	
69	591	
70	586	
71	601	
72	613	
73	567	
74	638	
75	592	
76	603	
77	607	
78	609	
79	621	
80	618	
81	572	
82	619	
83	628	
84	616	
85	637	
86	672	
87	626	
88	664	
89	691	
90	655	
91	671	
92	675	
93	654	
94	671	
95	654	
96	658	
97	666	
98	631	
99	619	
100	659	
101	638	
102	654	
103	600	
104	671	
105	638	
106	664	
107	631	
108	674	
109	653	
110	616	
111	659	
112	560	
113	624	
114	646	
115	615	
116	634	
117	635	
118	649	
119	629	
120	598	
121	627	
122	564	
123	616	
124	594	
125	619	
126	557	
127	598	
128	580	
129	571	
130	548	
131	563	
132	560	
133	570	
134	515	
135	542	
136	552	
137	533	
138	537	
139	516	
140	558	
141	497	
142	548	
143	512	
144	469	
145	530	
146	493	
147	503	
148	475	
149	450	
150	424	
151	440	
152	412	
153	471	
154	436	
155	475	
156	420	
157	398	
158	393	
159	440	
160	417	
161	400	
162	377	
163	369	
164	388	
165	340	
166	339	
167	366	
168	313	
169	353	
170	351	
171	353	
172	314	
173	339	
174	317	
175	300	
176	321	
177	279	
178	297	
179	289	
180	272	
181	265	
182	266	
183	232	
184	276	
185	217	
186	208	
187	250	
188	210	
189	243	
190	214	
191	217	
192	209	
193	214	
194	205	
195	220	
196	194	
197	180	
198	181	
199	179	
200	175	
201	160	
202	138	
203	167	
204	151	
205	146	
206	144	
207	136	
208	131	
209	128	
210	146	
211	134	
212	109	
213	120	
214	105	
215	129	
216	126	
217	99	
218	107	
219	95	
220	112	
221	102	
222	93	
223	81	
224	88	
225	89	
226	85	
227	88	
228	62	
229	67	
230	65	
231	79	
232	66	
233	77	
234	57	
235	60	
236	55	
237	54	
238	48	
239	60	
240	48	
241	27	
242	44	
243	46	
244	47	
245	39	
246	37	
247	49	
248	40	
249	40	
250	38	
251	32	
252	30	
253	19	
254	31	
255	27	
256	36	
257	21	
258	35	
259	30	
260	24	
261	22	
262	23	
263	27	
264	21	
265	17	
266	16	
267	20	
268	18	
269	11	
270	10	
271	11	
272	10	
273	17	
274	14	
275	12	
276	12	
277	5	
278	13	
279	12	
280	14	
281	6	
282	11	
283	9	
284	14	
285	12	
286	10	
287	6	
288	8	
289	6	
290	7	
291	6	
292	2	
293	10	
294	6	
295	4	
296	1	
297	2	
298	8	
299	3	
300	6	
301	4	
302	6	
303	4	
304	4	
305	2	
306	6	
307	5	
308	5	
309	5	
310	4	
311	3	
312	7	
313	7	
314	3	
315	4	
316	3	
317	5	
318	0	
319	5	
320	1	
321	1	
322	1	
323	2	
324	1	
325	7	
326	2	
327	3	
328	4	
329	5	
330	2	
331	2	
332	1	
333	0	
334	1	
335	2	
336	2	
337	2	
338	1	
339	1	
340	2	
341	4	
342	2	
343	1	
344	2	
345	1	
346	1	
347	2	
348	2	
349	0	
350	1	
351	0	
352	1	
353	2	
354	0	
355	2	
356	0	
357	3	
358	1	
359	6	
360	0	
361	1	
362	1	
363	2	
364	2	
365	1	
366	0	
367	4	
368	0	
369	1	
370	2	
371	1	
372	1	
373	1	
374	1	
375	0	
376	0	
377	0	
378	0	
379	1	
380	2	
381	1	
382	1	
383	0	
384	1	
385	0	
386	3	
387	1	
388	2	
389	1	
390	1	
391	0	
392	2	
393	1	
394	1	
395	1	
396	2	
397	1	
398	1	
399	0	
400	0	
401	0	
402	1	
403	0	
404	0	
405	0	
406	1	
407	2	
408	0	
409	2	
410	2	
411	1	
412	1	
413	3	
414	3	
415	0	
416	1	
417	0	
418	0	
419	2	
420	1	
421	0	
422	0	
423	2	
424	0	
425	0	
426	2	
427	1	
428	0	
429	4	
430	0	
431	1	
432	1	
433	0	
434	0	
435	1	
436	2	
437	1	
438	1	
439	0	
440	1	
441	0	
442	1	
443	2	
444	1	
445	1	
446	1	
447	2	
448	2	
449	0	
450	0	
451	0	
452	0	
453	1	
454	1	
455	0	
456	2	
457	0	
458	0	
459	1	
460	0	
461	0	
462	0	
463	2	
464	0	
465	4	
466	0	
467	0	
468	1	
469	1	
470	1	
471	2	
472	1	
473	1	
474	1	
475	0	
476	0	
477	1	
478	0	
479	0	
480	0	
481	1	
482	1	
483	2	
484	1	
485	1	
486	0	
487	1	
488	1	
489	2	
490	0	
491	3	
492	0	
493	2	
494	1	
495	3	
496	0	
497	1	
498	0	
499	1	
500	0	
501	1	
502	1	
503	2	
504	2	
505	2	
506	1	
507	1	
508	1	
509	4	
510	1	
511	2	
512	1	
513	1	
514	1	
515	3	
516	0	
517	2	
518	1	
519	2	
520	0	
521	2	
522	4	
523	2	
524	1	
525	1	
526	1	
527	0	
528	1	
529	1	
530	0	
531	0	
532	2	
533	1	
534	1	
535	2	
536	0	
537	0	
538	0	
539	3	
540	0	
541	1	
542	0	
543	0	
544	0	
545	0	
546	1	
547	1	
548	2	
549	0	
550	0	
551	3	
552	1	
553	0	
554	2	
555	1	
556	2	
557	1	
558	0	
559	0	
560	2	
561	1	
562	1	
563	0	
564	1	
565	1	
566	1	
567	0	
568	0	
569	4	
570	1	
571	0	
572	1	
573	1	
574	1	
575	1	
576	1	
577	0	
578	2	
579	1	
580	0	
581	0	
582	0	
583	2	
584	1	
585	0	
586	0	
587	1	
588	0	
589	3	
590	0	
591	0	
592	2	
593	2	
594	2	
595	0	
596	2	
597	1	
598	1	
599	1	
600	1	
601	0	
602	0	
603	2	
604	1	
605	1	
606	2	
607	1	
608	1	
609	0	
610	2	
611	1	
612	2	
613	2	
614	0	
615	0	
616	1	
617	0	
618	0	
619	0	
620	1	
621	1	
622	3	
623	3	
624	2	
625	0	
626	1	
627	0	
628	2	
629	1	
630	2	
631	1	
632	0	
633	0	
634	0	
635	1	
636	3	
637	1	
638	1	
639	1	
640	2	
641	0	
642	0	
643	1	
644	1	
645	0	
646	1	
647	1	
648	1	
649	1	
650	1	
651	0	
652	1	
653	0	
654	1	
655	1	
656	2	
657	1	
658	0	
659	1	
660	1	
661	0	
662	2	
663	0	
664	0	
665	3	
666	0	
667	2	
668	0	
669	1	
670	0	
671	0	
672	2	
673	2	
674	0	
675	2	
676	0	
677	1	
678	2	
679	3	
680	5	
681	0	
682	0	
683	0	
684	1	
685	0	
686	1	
687	1	
688	2	
689	3	
690	1	
691	3	
692	1	
693	1	
694	1	
695	2	
696	1	
697	1	
698	0	
699	0	
700	1	
701	3	
702	1	
703	1	
704	1	
705	1	
706	2	
707	0	
708	1	
709	3	
710	0	
711	0	
712	1	
713	2	
714	0	
715	0	
716	1	
717	1	
718	1	
719	2	
720	1	
721	1	
722	2	
723	2	
724	1	
725	2	
726	2	
727	1	
728	1	
729	0	
730	1	
731	1	
732	3	
733	0	
734	2	
735	1	
736	0	
737	0	
738	0	
739	1	
740	2	
741	2	
742	0	
743	0	
744	1	
745	2	
746	1	
747	1	
748	1	
749	1	
750	1	
751	2	
752	1	
753	1	
754	0	
755	1	
756	0	
757	1	
758	0	
759	1	
760	4	
761	0	
762	0	
763	2	
764	1	
765	1	
766	1	
767	1	
768	0	
769	1	
770	1	
771	2	
772	1	
773	2	
774	0	
775	2	
776	0	
777	1	
778	0	
779	0	
780	2	
781	1	
782	0	
783	3	
784	0	
785	0	
786	2	
787	1	
788	0	
789	1	
790	0	
791	2	
792	0	
793	1	
794	0	
795	0	
796	2	
797	0	
798	1	
799	0	
800	2	
801	0	
802	1	
803	1	
804	3	
805	2	
806	1	
807	1	
808	0	
809	0	
810	2	
811	3	
812	2	
813	3	
814	1	
815	3	
816	1	
817	0	
818	0	
819	1	
820	1	
821	1	
822	0	
823	1	
824	0	
825	1	
826	0	
827	2	
828	0	
829	1	
830	1	
831	0	
832	5	
833	2	
834	1	
835	0	
836	3	
837	0	
838	2	
839	2	
840	0	
841	0	
842	0	
843	1	
844	1	
845	0	
846	0	
847	0	
848	1	
849	1	
850	1	
851	0	
852	0	
853	1	
854	2	
855	3	
856	1	
857	2	
858	0	
859	1	
860	0	
861	2	
862	1	
863	1	
864	2	
865	2	
866	0	
867	0	
868	1	
869	1	
870	0	
871	2	
872	1	
873	2	
874	1	
875	2	
876	2	
877	1	
878	2	
879	1	
880	0	
881	0	
882	0	
883	1	
884	1	
885	0	
886	0	
887	2	
888	1	
889	2	
890	2	
891	0	
892	0	
893	1	
894	1	
895	2	
896	1	
897	2	
898	0	
899	2	
900	2	
901	2	
902	1	
903	1	
904	3	
905	0	
906	0	
907	0	
908	1	
909	0	
910	0	
911	1	
912	0	
913	1	
914	0	
915	0	
916	3	
917	2	
918	0	
919	2	
920	0	
921	1	
922	1	
923	2	
924	0	
925	0	
926	0	
927	0	
928	1	
929	1	
930	2	
931	0	
932	1	
933	2	
934	2	
935	2	
936	0	
937	1	
938	0	
939	0	
940	1	
941	0	
942	3	
943	2	
944	1	
945	0	
946	1	
947	2	
948	3	
949	0	
950	1	
951	4	
952	0	
953	2	
954	1	
955	3	
956	2	
957	0	
958	2	
959	1	
960	2	
961	0	
962	1	
963	0	
964	1	
965	2	
966	1	
967	0	
968	2	
969	0	
970	1	
971	0	
972	0	
973	0	
