3.732502e+01 5.433897e-35
4.197590e+01 3.114155e-35
4.720630e+01 2.020894e-35
5.308844e+01 1.458203e-35
5.970353e+01 1.147614e-35
6.714289e+01 9.684428e-36
7.550922e+01 8.640085e-36
8.491805e+01 8.056912e-36
9.549926e+01 7.781884e-36
1.073989e+02 7.729576e-36
1.207814e+02 7.851136e-36
1.358313e+02 8.118729e-36
1.527566e+02 8.517341e-36
1.717908e+02 9.040275e-36
1.931968e+02 9.686595e-36
2.172701e+02 1.045966e-35
2.443431e+02 1.136628e-35
2.747894e+02 1.241624e-35
3.090295e+02 1.362209e-35
3.475362e+02 1.499907e-35
3.908409e+02 1.656514e-35
4.395416e+02 1.834118e-35
4.943107e+02 2.035113e-35
5.559043e+02 2.262232e-35
6.251727e+02 2.518579e-35
7.030723e+02 2.807669e-35
7.906786e+02 3.133474e-35
8.892011e+02 3.500479e-35
1.000000e+03 3.913739e-35
1.124605e+03 4.378952e-35
